dependency,count
org.apache.nifi:nifi-runtime-manifest,1
org.apache.servicecomb.pack.demo:service-pub,1
de.codecentric:spring-boot-admin-server,9
com.github.ben-manes.caffeine:guava,1
com.googlecode.java-diff-utils:diffutils,12
com.github.erosb:everit-json-schema,3
com.huaweicloud.sdk:huaweicloud-sdk-ces,1
org.wicketTutorial:StatelessLoginForm,1
org.apache.dolphinscheduler:dolphinscheduler-registry-zookeeper,1
org.keycloak.testsuite:integration-arquillian-servers-app-server-tomcat-common,1
org.wildfly.core:wildfly-server,2
org.apache.james:blob-cassandra,1
org.apache.james:james-server-distributed-app,1
io.helidon.metrics:helidon-metrics-trace-exemplar,1
org.wso2.orbit.com.h2database:h2,3
com.uber.uReplicator:uReplicator-Worker,1
com.twelvemonkeys.imageio:imageio-batik,5
io.gravitee.apim.gateway:gravitee-apim-gateway-buffer,1
io.gravitee.apim.gateway:gravitee-apim-gateway-reporting,1
io.confluent:kafka-connect-protobuf-converter,2
org.jenkins-ci.test:docker-fixtures,2
io.cdap.cdap:cdap-securestore-spi,1
com.navercorp.pinpoint:pinpoint-agent-proxy-common,1
com.android.tools.ddms:ddmlib,4
net.java.dev.gluegen:gluegen-rt,1
org.jboss.forge.addon:shell-impl,1
com.parmet:mysql2h2-parser,1
info.archinnov:achilles-embedded,1
org.apache.hop:hop-transform-splitfieldtorows,1
org.jclouds.api:scality-rs2,1
org.jclouds.provider:dynect,1
org.gradle:gradle-platform-jvm,4
com.instagram:ig-json-parser-processor,1
org.nd4j:canova-api,1
org.apache.shiro:shiro-config-core,2
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.rftagger-model-morph-sl-jos,1
software.amazon.awssdk:elasticloadbalancingv2,1
org.apache.eagle:eagle-jpm-entity,1
org.openjdk.jmc:org.openjdk.jmc.feature.flightrecorder.metadata,2
org.eclipse.milo:sdk-core,1
batik:batik-codec,1
org.arabidopsis.ahocorasick:ahocorasick,1
org.glassfish.jersey.test-framework:jersey-test-framework-util,2
com.google.code.cli-parser:cli,2
org.apache.archiva.redback:redback-rbac-role-manager,1
org.apache.archiva:metadata-store-cassandra,1
org.apache.skywalking:skywalking-zabbix-receiver-plugin,1
com.baeldung.userdaomodule:userdaomodule,1
com.ibm.ws.componenttest:provider.api,1
com.offbynull.coroutines:user,1
org.matheclipse:matheclipse-script,1
axion:axion,1
org.nutz:nutzboot-starter-jdbc,1
com.kumuluz.ee.jwt:kumuluzee-jwt-auth,1
io.hetu.core:presto-elasticsearch,1
io.fabric8:kubernetes-model-batch,2
com.github.wujiuye:qps-helper,1
org.noear:solon.extend.graalvm,1
systems.manifold:manifold-templates,1
io.quarkus:quarkus-google-cloud-functions-http-deployment,1
io.quarkus:quarkus-neo4j-deployment,1
io.quarkus:quarkus-smallrye-reactive-type-converters-deployment,1
io.quarkus:quarkus-spring-web-resteasy-reactive,1
org.structr:structr-core,1
io.opentracing.contrib:opentracing-spring-web-starter,2
org.wso2.carbon.analytics-common:org.wso2.carbon.databridge.receiver.binary,1
org.revapi:revapi-maven-utils,1
com.ibatis:ibatis,1
com.oracle.oci.sdk:oci-java-sdk-loggingsearch,1
com.github.nifty-gui:nifty-pauls-soundsystem,1
com.zsmartsystems.zigbee:com.zsmartsystems.zigbee.console.ember,1
org.jenkins-ci.plugins:ssh-agent,1
org.languagetool:language-sk,1
org.dromara:hmily-tac-p6spy,1
io.hops:hadoop-yarn-server-nodemanager,1
org.wildfly.swarm:security-runtime,1
org.inventivetalent:vectors,1
com.walmartlabs.ollie:ollie-config,1
org.wso2.orbit.com.esotericsoftware.kryo:kryo,1
com.sybase:jconn4,1
org.dashbuilder:dashbuilder-client-all,1
com.sun.web.ui:cc_fr,2
org.robovm:robovm-libimobiledevice,1
com.cxytiandi:kitty-distributed-lock,1
com.jslsolucoes:vraptor4-scheduler,1
org.wso2.am:org.wso2.carbon.apimgt.clients.publisher.api,1
org.tribuo:tribuo-clustering-core,1
io.sarl.lang:io.sarl.lang,1
edu.pitt.dbmi.ccd:causal-tetrad-rest-client,1
com.azure.spring:azure-spring-boot-starter-cosmos,1
com.microsoft.rest.v2:client-runtime,1
com.github.dandelion:dandelion-jsp,1
org.springframework.cloud:spring-cloud-dataflow-audit,1
org.exoplatform.gatein.portal:exo.portal.component.identity,1
net.sourceforge.cpdetector:jargs,1
org.apache.aries.subsystem:org.apache.aries.subsystem.api,1
org.openhab.addons.bundles:org.openhab.binding.modbus.sunspec,1
org.openhab.addons.bundles:org.openhab.binding.mqtt.homeassistant,1
org.openhab.addons.bundles:org.openhab.voice.pollytts,1
org.openhab.osgiify:io.socket.socket.io-client,1
ddf.catalog.plugin:catalog-plugin-videothumbnail,1
ddf.catalog.plugin:jpeg2000-thumbnail-converter,1
ddf.security.core:security-core-services,1
org.cryptomator:siv-mode,1
com.hortonworks.streamline:streamline-runtime-storm,1
org.jvnet.hudson.main:hudson-cli,1
org.onebusaway:onebusaway-quickstart-webapp,1
org.apache.sentry:sentry-binding-hive-conf,1
org.apache.sentry:sentry-binding-solr,1
org.apache.sentry:sentry-hdfs-common,1
com.github.jobson:jobson,1
org.apache.servicemix.bundles:org.apache.servicemix.bundles.c3p0,1
org.talend.esb.examples.ebook:ebook-ui,1
de.diddiz:logblock,1
com.esri.hadoop:spatial-sdk-json,1
com.asakusafw:asakusa-runtime,1
it.unibz.inf.ontop:ontop-mapping-owlapi,1
io.syndesis.server:server-filestore,1
org.arquillian.cube:arquillian-cube-requirement-spi,1
com.huaweicloud:spring-cloud-starter-huawei-governance,1
org.apache.cocoon.optional:cocoon-optional,1
org.javaee7:servlet-lib,1
org.kitesdk:kite-morphlines-saxon,1
com.facebook.airlift:http-server,1
com.facebook.presto:presto-thrift-testing-udf-server,1
org.alluxio:alluxio-shaded-client,1
com.sun.pkg:pkg-bootstrap,1
fish.payara.extras:ejb-http-client,1
org.pentaho.reporting.designer:datasource-editor-openerp,1
com.devexperts.aprof:core,1
org.apache.knox:gateway-service-nifi-registry,1
com.mcxiaoke.oauthsimple:oauthsimple,1
io.milton:milton-mail-api,1
com.example:client,1
clj-http:clj-http,1
slash.navigation:common-navigation,1
org.apache.storm:flux-wrappers,1
org.openscience.cdk:cdk-sdg,1
io.vertx:vertx-amqp-client,1
com.alu.e3:gateway-rate-limits-manager,1
fish.payara.security.connectors:security-connector-oidc-client,1
org.apache.maven.plugins.maven-javadoc-plugin.it:mjavadoc437-module1,1
org.fusesource.hawtdispatch:hawtdispatch-transport,2
org.asqatasun:asqatasun-resources,1
org.wso2.carbon.devicemgt:org.wso2.carbon.certificate.mgt.core,1
io.lumify:lumify-newuser-workspace-copy,1
org.openrdf.sesame:sesame-queryresultio-sparqlxml,1
javax.mail:com.springsource.javax.mail,1
org.restlet.jee:org.restlet.ext.servlet,6
ch.ethz.ganymed:ganymed-ssh2,13
com.fasterxml.jackson.module:jackson-module-guice,2
org.slf4j:jul-to-slf4j,111
org.apache.camel.quarkus:camel-quarkus-aws2-sqs,1
org.apache.camel.quarkus:camel-quarkus-consul,1
org.apache.camel.quarkus:camel-quarkus-lucene-deployment,1
com.willwinder:ugs-platform-plugin-joystick,1
software.amazon.awssdk:dynamodb,5
org.apache.camel:camel-dns,1
org.apache.camel:camel-ftp,1
org.apache.camel:camel-resteasy,1
org.apache.cxf:cxf-rt-frontend-jaxrs,37
com.ejlchina:jsonkit-jackson,1
com.alibaba.csp:sentinel-jax-rs-quarkus-adapter,2
org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven-archive,6
javax.vecmath:vecmath,6
org.apache.hadoop:hadoop-distcp,9
org.scala-lang:scala-compiler,37
org.roboguice:roboguice,5
com.sun.hotspot.igv:Difference,5
org.ops4j.pax.logging:pax-logging-api,16
com.tinkerpop.blueprints:blueprints-sparksee-graph,3
com.google.api-ads:google-ads,1
com.sun.xml.ws:resolver,1
io.github.biezhi:TinyPinyin,4
io.zipkin.brave:brave-spancollector-http,3
io.zipkin.brave:brave-instrumentation-mysql8,1
io.zipkin.brave:brave-instrumentation-rpc,1
org.springframework.ide.vscode:commons-cf,1
io.zipkin.gcp:zipkin-sender-stackdriver,2
com.dianping.cat:cat-client,5
com.github.rvesse:airline,4
org.geotools.jdbc:gt-jdbc-sqlserver,1
ro.isdc.wro4j:wro4j-maven-plugin,3
org.springframework.boot:spring-boot-starter-thymeleaf,12
cn.springcloud.codegen:codegen-framework,1
org.glassfish:javax.faces,6
org.apache.nifi:nifi-extension-manifest-parser,1
org.apache.nifi:nifi-http-context-map,1
com.typesafe.akka:akka-cluster-typed_2.12,1
org.apache.seatunnel:seatunnel-transform-spark-split,1
org.mobicents.external.jsr309:mscontrol,3
org.eclipse.kapua:kapua-security-certificate-api,1
org.xujin.moss:moss-client-1.x,1
com.networknt:rest-query,1
edu.neu.ccs.pyramid:phrase-count-plugin,1
co.aikar:taskchain-core,1
com.github.zhkl0228:unidbg-unicorn2,1
org.keycloak:keycloak-admin-cli,1
org.springframework.cloud:spring-cloud-starter-contract-stub-runner,2
com.thoughtworks.qdox:qdox,9
org.apache.james:apache-james-mailbox-quota-search-scanning,1
io.helidon.microprofile.tests:helidon-arquillian,1
org.apache.jclouds.api:oauth,1
org.apache.jclouds.provider:gogrid,1
com.jamesmurty.utils:java-xmlbuilder,4
org.glassfish.hk2.external:javax.inject,4
org.odpi.egeria:repository-services-implementation,1
io.netty:netty-bom,1
io.joynr.examples:custom-headers-api,1
io.joynr.tests.joynr-hivemq-shared-subscriptions.test-apps:sharedsubscriptions-test-ping-service-api,1
io.apiman:apiman-manager-api-gateway,1
net.openhft:zero-allocation-hashing,8
org.jboss.forge.addon:parser-xml-api,1
org.eclipse.jetty.bom.issue:fake-api,1
io.confluent.ksql:ksqldb-api-reactive-streams-tck,1
org.nd4j:nd4j-tensorflow,2
net.arnx:wmf2svg,1
org.docx4j:docx4j-docx-anon,2
info.archinnov:achilles-model,1
com.wcohen:com.wcohen.secondstring,2
org.apache.beam:beam-sdks-java-io-kafka,2
org.apache.hop:hop-action-copymoveresultfilenames,1
org.apache.hop:hop-databases-interbase,1
org.apache.hop:hop-transform-getfilenames,1
org.jclouds.api:cloudstack,1
com.google.errorprone:error_prone_refaster,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.opennlp-model-tagger-es-maxent-ixa,1
net.sf.jazzy:jazzy-core,1
org.dkpro.core:dkpro-core-mystem-asl,1
com.xeiam.xchart:xchart,2
org.apache.commons:commons-math4-legacy-core,1
com.lexicalscope.jewelcli:jewelcli,3
edu.emory.clir:clearnlp-general-en-dep,1
top.zrbcool:pepper-metrics-motan,1
org.apache.eagle:eagle-service-base,1
org.wso2.msf4j:msf4j-all,1
org.hyperic.hq.plugin:apache-plugin,1
org.glassfish.jersey.ext.rx:jersey-rx-client-guava,2
org.apache.archiva.components:archiva-components-spring-quartz,1
org.apache.archiva:archiva-xml-tools,1
com.jfinal:cos,4
org.jvnet.jaxb2.maven2:maven-jaxb2-plugin-tests-MAVEN_JAXB2_PLUGIN-82-a,1
com.baeldung:project-a,1
io.restx:restx-stats-admin,1
de.odysseus.juel:juel-impl,6
org.jboss.narayana.rts:narayana-lra,3
es.gob.afirma:afirma-keystores-mozilla,1
org.apache.activemq:activemq-run,1
jacoco:child1-test,1
io.fabric8:istio-client,1
org.noear:luffy.base,1
org.jbpm:idep-jbpm-ejb-services,1
org.hotswapagent:hotswap-agent-jetty-plugin,1
io.quarkus:quarkus-elasticsearch-rest-client,1
io.quarkus:quarkus-grpc-deployment,1
io.quarkus:quarkus-logging-sentry,1
io.quarkus:quarkus-narayana-jta,1
io.quarkus:quarkus-rest-client-reactive,1
io.quarkus:quarkus-smallrye-reactive-messaging-kafka,1
io.smallrye:smallrye-context-propagation-jta,1
org.hibernate.reactive:hibernate-reactive-core,1
org.liquibase.ext:liquibase-mongodb,1
org.apache.flume.flume-ng-channels:flume-file-channel,1
org.apache.axis2.wso2:axis2-jibx,1
org.wso2.carbon.identity.user.api:org.wso2.carbon.identity.rest.api.user.challenge.v1,1
org.apache.mina:mina-codec,1
com.jolira:hickory,1
org.wso2.siddhi:siddhi-annotations,1
org.revapi.classif:classif-dsl,1
org.jbehave.web:jbehave-web-selenium,1
org.apache.servicecomb.saga:saga-core,1
org.tanaguru:tanaguru-commons-processing,1
org.dromara:hmily-config-consul,1
fm.void.jetm:jetm-optional,1
me.filoghost.holographicdisplays:holographicdisplays-api,1
org.corfudb:corfudb-common,1
org.wildfly.swarm:webservices,1
io.mycat:mycat2,1
org.apache.wicket:wicket-velocity,2
com.google.gwt:gwt-gin,1
org.wso2.carbon:org.wso2.carbon.tomcat,1
org.wso2.iot:org.wso2.iot.analytics.integration.common.clients,1
org.forgerock.ce.openam:openam-auth-nt,1
org.forgerock.ce.openam:openam-core,1
org.forgerock.ce.openam:openam-diagnostics-schema,1
org.webjars:underscore.string,1
io.jenkins.blueocean:blueocean-git-pipeline,1
org.jenkins-ci.plugins:pipeline-milestone-step,1
org.gluu:oxtrust-api-server,1
org.eclipse.emf:common,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-retrieve-scu,1
org.tribuo:tribuo-anomaly-libsvm,1
org.patchca:patchca,1
com.azure.resourcemanager:azure-resourcemanager-keyvault,1
com.thinkaurelius.titan:titan-hbase-096,1
org.codehaus.mojo.hibernate3:maven-hibernate3-jdk15,1
com.elepy:elepy-mongo,1
org.apache.aries.application:org.apache.aries.application.deployment.management,1
org.apache.karaf.jaas:org.apache.karaf.jaas.boot,2
org.osgi:org.osgi.framework,2
org.scalacheck:scalacheck_2.10,1
org.openhab.addons.bundles:org.openhab.binding.siemensrds,1
ddf.security.realm:security-realm-pki,1
org.codice.ddf.spatial:spatial-csw-transformer,1
org.glassfish.docs:application-deployment-guide,1
org.clojure:tools.cli,1
org.metawidget.modules.android:metawidget-android,1
multirelease:multirelease-base,1
org.apache.maven.plugins.compiler.it:service,1
edu.washington.cs.rse:javaproj,1
org.pivot4j:pivot4j-analytics,1
org.apache.shenyu:shenyu-plugin-springcloud,1
org.apache.shenyu:shenyu-register-server-nacos,1
org.talend.esb.examples.rent-a-car:crmservice-client,1
org.talend.esb.examples.tomcat:reservationservice-service-endpoint,1
com.simba.googlebigquery.jdbc:google-auth-library-credentials,1
com.gluonhq.attach:audio,2
com.netflix.ribbon:ribbon-archaius,1
com.sika.code.core:code-generator,1
com.asakusafw:asakusa-dmdl-java,1
org.hswebframework.web:hsweb-access-logging-aop,1
io.atlasmap:atlas-xml-module,1
io.syndesis.connector:connector-aws-s3,1
org.apache.struts:struts2-jfreechart-plugin,2
com.vmware.admiral:admiral-request,1
it.geosolutions.imageio-ext:imageio-ext-kakadujni,1
com.oracle.coherence.ce:coherence-helidon-client,1
org.apereo.cas:cas-server-core-web,1
io.hawt:hawtio-util,1
com.facebook.presto:presto-bigquery,1
fish.payara.server.internal.admin:admin-core,1
fish.payara.server.internal.grizzly:grizzly-config,1
org.nesc.ec.bigdata:KafkaCenter-Base,1
jug-lgpl:jug-lgpl,3
org.neo4j:neo4j-procedure,1
com.thinkbiganalytics.kylo.integrations:kylo-spark-job-dataquality-app,1
io.seata:seata-config-nacos,1
org.springframework.cloud.fn:rsocket-consumer,1
com.codingapi:simple-mybatis,1
com.backelite.sonarqube:objc-lang,1
org.apache.storm:storm-jdbc,1
de.learnlib:learnlib-nlstar,1
org.codehaus.plexus:plexus-interpolation,14
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.opennlp-model-tagger-nl-perceptron,1
org.ehrbase.openehr.sdk:serialisation,1
org.forgerock.openam:openam-auth-saml2,1
org.apache.derby:derby,71
org.apache.xmlgraphics:xmlgraphics-commons,17
org.xwiki.platform:xwiki-platform-localization-syntax-messagetool,1
org.joyqueue:joyqueue-store-core,1
org.mnode.ical4j:ical4j,12
javax.servlet:jstl,90
org.apache.usergrid.chop:chop-example,1
org.apache.httpcomponents:httpmime,103
org.apache.camel.quarkus:camel-quarkus-azure-storage-blob,1
org.apache.camel.quarkus:camel-quarkus-chatscript,1
org.apache.camel.quarkus:camel-quarkus-fastjson-deployment,1
org.apache.camel.quarkus:camel-quarkus-support-spring-core,1
com.google.apis:google-api-services-youtube,4
org.apache.camel:camel-gson,2
org.apache.camel:camel-jclouds,1
org.apache.camel:camel-microprofile-config,1
org.apache.camel:camel-spring-ldap,1
org.springframework.boot:spring-boot-starter-jdbc,22
org.geotools:gt-opengis,10
org.springframework.amqp:spring-rabbit-test,1
org.apache.lucene:lucene-spatial,5
org.jmockit:jmockit,50
com.devskiller.friendly-id:friendly-id-spring-boot,1
io.zipkin.brave:brave-context-log4j12,1
org.atteo.classindex:classindex,4
org.netbeans.modules:org-netbeans-modules-options-editor,1
com.reposilite:journalist,1
com.jfinal:enjoy,6
org.apache.commons:commons-vfs2-jackrabbit2,1
com.github.jasync-sql:jasync-r2dbc-mysql,1
lizard:lizard-tiff,1
com.hortonworks.registries:registry-common,2
org.locationtech.geogig:geogig-serialization-lzf,1
com.spotify:logging,3
org.apache.isis.subdomains:isis-subdomains-excel-fixtures,1
net.java.dev.stax-utils:stax-utils,4
org.apache.flume.flume-ng-sinks:flume-dataset-sink,1
org.apache.nifi:nifi-mongodb-client-service-api,1
org.apache.nifi:nifi-rocksdb-utils,1
org.apache.servicecomb.pack:pack-contract-grpc,1
org.hswebframework.web:hsweb-authorization-api,1
com.github.MilkBowl:VaultAPI,8
org.jboss.javaee:jboss-transaction-api,2
org.wicketTutorial:HibernateLodableModel,1
org.apache.dolphinscheduler:dolphinscheduler-alert-wechat,1
org.apache.dolphinscheduler:dolphinscheduler-task-seatunnel,1
org.keycloak:keycloak-common,3
org.keycloak:keycloak-saml-undertow-adapter,1
org.wildfly:wildfly-web-common,2
org.eclipse.jetty.demos:demo-proxy-webapp,1
org.eclipse.jetty.orbit:javax.servlet.jsp.jstl,1
org.eclipse.jetty:jetty-http-spi,1
org.zapodot:embedded-db-junit,1
io.helidon.integrations.vault.secrets:helidon-integrations-vault-secrets-kv1,1
one.microstream:microstream-cache,2
co.elastic.apm:apm-struts-plugin,1
co.elastic.logging:log4j2-ecs-layout,1
org.bouncycastle:bcpg-fips,1
com.google.apis:google-api-services-compute,5
com.hubspot:BaragonCore,2
org.odpi.egeria:dev-ops-spring,1
org.odpi.egeria:governance-program-api,1
io.cdap.cdap:cdap-support-bundle,1
consulo.plugin:consulo.nunit,1
io.apiman:apiman-gateway-engine-prometheus,1
org.apache.cxf:cxf-rt-rs-security-oauth2-saml,1
org.teiid.wildfly.connectors:connector-couchbase,1
net.ericaro:neoitertools,1
com.bird:bird-web-sso-client,1
com.amazonaws:aws-java-sdk-pricing,1
org.fenixedu:feaf4j-api,1
com.xiaoleilu:hutool-all,1
io.swagger.codegen.v3:swagger-codegen,1
org.openehealth.ipf.commons:ipf-commons-ihe-hl7v2,1
com.xiao.skywalking.demo:Custom-Elasticsearch-Starter-Autoconfig,1
io.atomix:atomix-gossip,1
org.apache.submarine:submarine-interpreter-core,1
org.apache.maven.doxia:doxia-linkcheck,1
org.openjdk.jmc:org.openjdk.jmc.rcp.intro,2
com.wdtinc:mapbox-vector-tile,3
org.apache.jackrabbit:oak-search,1
org.jenkins-ci:process-utils,1
org.apache.skywalking:storage-influxdb-plugin,1
dev.morphia.morphia:core,1
org.jberet:jberet-support,2
org.jetbrains.kotlin:kotlin-maven-plugin,2
org.eobjects.datacleaner:DataCleaner-mark-rows,1
com.github.lltyk:dojo-shrinksafe,2
com.alipay.sofa:sofa-ark-compatible-springboot1,1
com.hubspot:SingularityService,1
org.apache.gearpump:gearpump-core_2.11,1
com.openlinksw.virtuoso:virt_rdf4j,1
org.eclipse.rdf4j:rdf4j-rio-rdfjson,4
org.eclipse.rdf4j:rdf4j-spin,2
org.enodeframework:enode-rocketmq,1
com.kumuluz.ee:kumuluzee-microProfile-1.3,1
com.openhtmltopdf:openhtmltopdf-jsoup-dom-converter,1
info.cukes:cucumber-java8,1
org.noear:water.client,1
io.quarkus:quarkus-elytron-security-oauth2,1
org.jboss.resteasy:resteasy-spring-web,1
org.wso2.carbon.identity.application.auth.basic:org.wso2.carbon.identity.application.authenticator.basicauth.jwt,1
org.springframework.experimental:spring-native-tools,1
com.tunnelvisionlabs.sharpen:antlr4,1
com.gluonhq:connect,1
org.camunda.bpm.run:camunda-bpm-run-modules-example-invoice,1
com.datadoghq:java-dogstatsd-client,2
com.egzosn:pay-java-ali,1
com.dorkbox:Notify,1
org.sonarsource.sonarlint.core:sonarlint-plugin-commons,1
org.languagetool:language-de-DE-x-simple-language,1
org.dpppt:dpppt-backend-sdk-data,1
io.spring.javaformat:spring-javaformat-formatter-eclipse-jdk8,1
com.luckycatlabs.sotoo:SunriseSunsetCalculator,1
org.jeecgframework.nacos:nacos-config,1
org.geoserver.extension:gs-ogr-core,1
